"AccID","SubmittingLab"
"EPI_ISL_7649069","UMBI-UKM"
"EPI_ISL_7649072","UMBI-UKM"
"EPI_ISL_7649080","UMBI-UKM"
"EPI_ISL_7649085","UMBI-UKM"
"EPI_ISL_7649087","UMBI-UKM"
"EPI_ISL_7649090","UMBI-UKM"
"EPI_ISL_7715055","IMR"
"EPI_ISL_7775246","MGVI"
"EPI_ISL_7775247","MGVI"
"EPI_ISL_7831383","UMBI-UKM"
"EPI_ISL_7831384","UMBI-UKM"
"EPI_ISL_7831385","UMBI-UKM"
"EPI_ISL_7831386","UMBI-UKM"
"EPI_ISL_7831387","UMBI-UKM"
"EPI_ISL_7831388","UMBI-UKM"
"EPI_ISL_7831389","UMBI-UKM"
"EPI_ISL_7831390","UMBI-UKM"
"EPI_ISL_7831391","UMBI-UKM"
"EPI_ISL_7831392","UMBI-UKM"
"EPI_ISL_7831393","UMBI-UKM"
"EPI_ISL_7831394","UMBI-UKM"
"EPI_ISL_7831395","UMBI-UKM"
"EPI_ISL_7831396","UMBI-UKM"
"EPI_ISL_7831397","UMBI-UKM"
"EPI_ISL_7831398","UMBI-UKM"
"EPI_ISL_7831399","UMBI-UKM"
"EPI_ISL_7831400","UMBI-UKM"
"EPI_ISL_7831401","UMBI-UKM"
"EPI_ISL_7831402","UMBI-UKM"
"EPI_ISL_7831403","UMBI-UKM"
"EPI_ISL_7831404","UMBI-UKM"
"EPI_ISL_7888903","IMR"
"EPI_ISL_7889377","IMR"
"EPI_ISL_7889378","IMR"
"EPI_ISL_7889466","IMR"
"EPI_ISL_7890057","IMR"
"EPI_ISL_7890058","IMR"
"EPI_ISL_7890059","IMR"
"EPI_ISL_7890216","IMR"
"EPI_ISL_7888696","IMR"
"EPI_ISL_7951046","IMR"
"EPI_ISL_7951047","IMR"
"EPI_ISL_7951108","IMR"
"EPI_ISL_7951109","IMR"
"EPI_ISL_7951110","IMR"
"EPI_ISL_7951111","IMR"
"EPI_ISL_7951112","IMR"
"EPI_ISL_7951113","IMR"
"EPI_ISL_7951114","IMR"
"EPI_ISL_7951115","IMR"
"EPI_ISL_7952083","MKA Ipoh"
"EPI_ISL_7972315","HUSM"
"EPI_ISL_7972316","HUSM"
"EPI_ISL_7972317","HUSM"
"EPI_ISL_7972318","HUSM"
"EPI_ISL_7972319","HUSM"
"EPI_ISL_7972320","HUSM"
"EPI_ISL_7972321","HUSM"
"EPI_ISL_7972322","HUSM"
"EPI_ISL_7972323","HUSM"
"EPI_ISL_7972324","HUSM"
"EPI_ISL_7972325","HUSM"
"EPI_ISL_7972326","HUSM"
"EPI_ISL_7972327","HUSM"
"EPI_ISL_7972328","HUSM"
"EPI_ISL_7972329","HUSM"
"EPI_ISL_7972330","HUSM"
"EPI_ISL_7972331","HUSM"
"EPI_ISL_7972332","HUSM"
"EPI_ISL_7972333","HUSM"
"EPI_ISL_7972334","HUSM"
"EPI_ISL_7972335","HUSM"
"EPI_ISL_7972336","HUSM"
"EPI_ISL_7972337","HUSM"
"EPI_ISL_7972338","HUSM"
"EPI_ISL_7972339","HUSM"
"EPI_ISL_7972341","HUSM"
"EPI_ISL_7972342","HUSM"
"EPI_ISL_7972343","HUSM"
"EPI_ISL_7972344","HUSM"
"EPI_ISL_7972345","HUSM"
"EPI_ISL_7972346","HUSM"
"EPI_ISL_7972347","HUSM"
"EPI_ISL_7972348","HUSM"
"EPI_ISL_7972349","HUSM"
"EPI_ISL_7972350","HUSM"
"EPI_ISL_7972351","HUSM"
"EPI_ISL_7972352","HUSM"
"EPI_ISL_7972353","HUSM"
"EPI_ISL_7972355","HUSM"
"EPI_ISL_7972356","HUSM"
"EPI_ISL_7972357","HUSM"
"EPI_ISL_7972358","HUSM"
"EPI_ISL_7972359","HUSM"
"EPI_ISL_7972360","HUSM"
"EPI_ISL_7972361","HUSM"
"EPI_ISL_7972362","HUSM"
"EPI_ISL_7972363","HUSM"
"EPI_ISL_7972364","HUSM"
"EPI_ISL_7972365","HUSM"
"EPI_ISL_7972366","HUSM"
"EPI_ISL_7972367","HUSM"
"EPI_ISL_7972368","HUSM"
"EPI_ISL_7972369","HUSM"
"EPI_ISL_7972370","HUSM"
"EPI_ISL_7972371","HUSM"
"EPI_ISL_7972372","HUSM"
"EPI_ISL_7972373","HUSM"
"EPI_ISL_7972374","HUSM"
"EPI_ISL_7972375","HUSM"
"EPI_ISL_7972376","HUSM"
"EPI_ISL_7972377","HUSM"
"EPI_ISL_7972378","HUSM"
"EPI_ISL_7972379","HUSM"
"EPI_ISL_7972380","HUSM"
"EPI_ISL_7972381","HUSM"
"EPI_ISL_7972382","HUSM"
"EPI_ISL_7972383","HUSM"
"EPI_ISL_7972384","HUSM"
"EPI_ISL_7972385","HUSM"
"EPI_ISL_7972386","HUSM"
"EPI_ISL_7982611","HUSM"
"EPI_ISL_7982612","HUSM"
"EPI_ISL_7982613","HUSM"
"EPI_ISL_7987087","UMBI-UKM"
"EPI_ISL_7987088","UMBI-UKM"
"EPI_ISL_7987089","UMBI-UKM"
"EPI_ISL_7987090","UMBI-UKM"
"EPI_ISL_7987091","UMBI-UKM"
"EPI_ISL_7987092","UMBI-UKM"
"EPI_ISL_7987093","UMBI-UKM"
"EPI_ISL_7987094","UMBI-UKM"
"EPI_ISL_7987095","UMBI-UKM"
"EPI_ISL_7987096","UMBI-UKM"
"EPI_ISL_7987097","UMBI-UKM"
"EPI_ISL_7987098","UMBI-UKM"
"EPI_ISL_7987099","UMBI-UKM"
"EPI_ISL_7987100","UMBI-UKM"
"EPI_ISL_7987101","UMBI-UKM"
"EPI_ISL_7987102","UMBI-UKM"
"EPI_ISL_7987103","UMBI-UKM"
"EPI_ISL_7987104","UMBI-UKM"
"EPI_ISL_7987105","UMBI-UKM"
"EPI_ISL_7987106","UMBI-UKM"
"EPI_ISL_7987107","UMBI-UKM"
"EPI_ISL_7987108","UMBI-UKM"
"EPI_ISL_7987109","UMBI-UKM"
"EPI_ISL_8083665","iPROMISE-UiTM"
"EPI_ISL_8083666","iPROMISE-UiTM"
"EPI_ISL_8083667","iPROMISE-UiTM"
"EPI_ISL_8083668","iPROMISE-UiTM"
"EPI_ISL_8083669","iPROMISE-UiTM"
"EPI_ISL_8083670","iPROMISE-UiTM"
"EPI_ISL_8083671","iPROMISE-UiTM"
"EPI_ISL_8083672","iPROMISE-UiTM"
"EPI_ISL_8083673","iPROMISE-UiTM"
"EPI_ISL_8083674","iPROMISE-UiTM"
"EPI_ISL_8083675","iPROMISE-UiTM"
"EPI_ISL_8083676","iPROMISE-UiTM"
"EPI_ISL_8083677","iPROMISE-UiTM"
"EPI_ISL_8083678","iPROMISE-UiTM"
"EPI_ISL_8083679","iPROMISE-UiTM"
"EPI_ISL_8083680","iPROMISE-UiTM"
"EPI_ISL_8083681","iPROMISE-UiTM"
"EPI_ISL_8083682","iPROMISE-UiTM"
"EPI_ISL_8083683","iPROMISE-UiTM"
"EPI_ISL_8083684","iPROMISE-UiTM"
"EPI_ISL_8083685","iPROMISE-UiTM"
"EPI_ISL_8083686","iPROMISE-UiTM"
"EPI_ISL_8083687","iPROMISE-UiTM"
"EPI_ISL_8083688","iPROMISE-UiTM"
"EPI_ISL_8083689","iPROMISE-UiTM"
"EPI_ISL_8083690","iPROMISE-UiTM"
"EPI_ISL_8083691","iPROMISE-UiTM"
"EPI_ISL_8083692","iPROMISE-UiTM"
"EPI_ISL_8083693","iPROMISE-UiTM"
"EPI_ISL_8083694","iPROMISE-UiTM"
"EPI_ISL_8083695","iPROMISE-UiTM"
"EPI_ISL_8083696","iPROMISE-UiTM"
"EPI_ISL_8083697","iPROMISE-UiTM"
"EPI_ISL_8083698","iPROMISE-UiTM"
"EPI_ISL_8083699","iPROMISE-UiTM"
"EPI_ISL_8083700","iPROMISE-UiTM"
"EPI_ISL_8083701","iPROMISE-UiTM"
"EPI_ISL_8083702","iPROMISE-UiTM"
"EPI_ISL_8083703","iPROMISE-UiTM"
"EPI_ISL_8083704","iPROMISE-UiTM"
"EPI_ISL_8083705","iPROMISE-UiTM"
"EPI_ISL_8083706","iPROMISE-UiTM"
"EPI_ISL_8083707","iPROMISE-UiTM"
"EPI_ISL_8083708","iPROMISE-UiTM"
"EPI_ISL_8083709","iPROMISE-UiTM"
"EPI_ISL_8083710","iPROMISE-UiTM"
"EPI_ISL_8083711","iPROMISE-UiTM"
"EPI_ISL_8083712","iPROMISE-UiTM"
"EPI_ISL_8090594","TIDREC-UM"
"EPI_ISL_8090595","TIDREC-UM"
"EPI_ISL_8090596","TIDREC-UM"
"EPI_ISL_8090597","TIDREC-UM"
"EPI_ISL_8090598","TIDREC-UM"
"EPI_ISL_8090599","TIDREC-UM"
"EPI_ISL_8090600","TIDREC-UM"
"EPI_ISL_8090601","TIDREC-UM"
"EPI_ISL_8090602","TIDREC-UM"
"EPI_ISL_8090603","TIDREC-UM"
"EPI_ISL_8090604","TIDREC-UM"
"EPI_ISL_8090605","TIDREC-UM"
"EPI_ISL_8090606","TIDREC-UM"
"EPI_ISL_8090607","TIDREC-UM"
"EPI_ISL_8090608","TIDREC-UM"
"EPI_ISL_8090609","TIDREC-UM"
"EPI_ISL_8090610","TIDREC-UM"
"EPI_ISL_8090611","TIDREC-UM"
"EPI_ISL_8090612","TIDREC-UM"
"EPI_ISL_8090613","TIDREC-UM"
"EPI_ISL_8090614","TIDREC-UM"
"EPI_ISL_8090615","TIDREC-UM"
"EPI_ISL_8090616","TIDREC-UM"
"EPI_ISL_8090617","TIDREC-UM"
"EPI_ISL_8090618","TIDREC-UM"
"EPI_ISL_8090619","TIDREC-UM"
"EPI_ISL_8090620","TIDREC-UM"
"EPI_ISL_8090621","TIDREC-UM"
"EPI_ISL_8090622","TIDREC-UM"
"EPI_ISL_8090623","TIDREC-UM"
"EPI_ISL_8090624","TIDREC-UM"
"EPI_ISL_8090625","TIDREC-UM"
"EPI_ISL_8090626","TIDREC-UM"
"EPI_ISL_8090627","TIDREC-UM"
"EPI_ISL_8090628","TIDREC-UM"
"EPI_ISL_8090629","TIDREC-UM"
"EPI_ISL_8090630","TIDREC-UM"
"EPI_ISL_8090631","TIDREC-UM"
"EPI_ISL_8090632","TIDREC-UM"
"EPI_ISL_8090633","TIDREC-UM"
"EPI_ISL_8090634","TIDREC-UM"
"EPI_ISL_8090635","TIDREC-UM"
"EPI_ISL_8090636","TIDREC-UM"
"EPI_ISL_8090637","TIDREC-UM"
"EPI_ISL_8090638","TIDREC-UM"
"EPI_ISL_8090639","TIDREC-UM"
"EPI_ISL_8090640","TIDREC-UM"
"EPI_ISL_8090641","TIDREC-UM"
"EPI_ISL_8090643","TIDREC-UM"
"EPI_ISL_8090644","TIDREC-UM"
"EPI_ISL_8090645","TIDREC-UM"
"EPI_ISL_8090646","TIDREC-UM"
"EPI_ISL_8090647","TIDREC-UM"
"EPI_ISL_8090648","TIDREC-UM"
"EPI_ISL_8090649","TIDREC-UM"
"EPI_ISL_8090650","TIDREC-UM"
"EPI_ISL_8090651","TIDREC-UM"
"EPI_ISL_8090652","TIDREC-UM"
"EPI_ISL_8090653","TIDREC-UM"
"EPI_ISL_8090654","TIDREC-UM"
"EPI_ISL_8090655","TIDREC-UM"
"EPI_ISL_8090656","TIDREC-UM"
"EPI_ISL_8090657","TIDREC-UM"
"EPI_ISL_8090658","TIDREC-UM"
"EPI_ISL_8090659","TIDREC-UM"
"EPI_ISL_8090660","TIDREC-UM"
"EPI_ISL_8090661","TIDREC-UM"
"EPI_ISL_8090662","TIDREC-UM"
"EPI_ISL_8090663","TIDREC-UM"
"EPI_ISL_8090664","TIDREC-UM"
"EPI_ISL_8090665","TIDREC-UM"
"EPI_ISL_8090666","TIDREC-UM"
"EPI_ISL_8090667","TIDREC-UM"
"EPI_ISL_8090668","TIDREC-UM"
"EPI_ISL_8090669","TIDREC-UM"
"EPI_ISL_8090670","TIDREC-UM"
"EPI_ISL_8090671","TIDREC-UM"
"EPI_ISL_8090672","TIDREC-UM"
"EPI_ISL_8090673","TIDREC-UM"
"EPI_ISL_8090674","TIDREC-UM"
"EPI_ISL_8090675","TIDREC-UM"
"EPI_ISL_8090676","TIDREC-UM"
"EPI_ISL_8090677","TIDREC-UM"
"EPI_ISL_8090678","TIDREC-UM"
"EPI_ISL_8090679","TIDREC-UM"
"EPI_ISL_8090680","TIDREC-UM"
"EPI_ISL_8090681","TIDREC-UM"
"EPI_ISL_8090682","TIDREC-UM"
"EPI_ISL_8090683","TIDREC-UM"
"EPI_ISL_8090684","TIDREC-UM"
"EPI_ISL_8090685","TIDREC-UM"
"EPI_ISL_8090686","TIDREC-UM"
"EPI_ISL_8090687","TIDREC-UM"
"EPI_ISL_8090688","TIDREC-UM"
"EPI_ISL_8090689","TIDREC-UM"
"EPI_ISL_8090690","TIDREC-UM"
"EPI_ISL_8090691","TIDREC-UM"
"EPI_ISL_8090692","TIDREC-UM"
"EPI_ISL_8090693","TIDREC-UM"
"EPI_ISL_8090694","TIDREC-UM"
"EPI_ISL_8090695","TIDREC-UM"
"EPI_ISL_8090696","TIDREC-UM"
"EPI_ISL_8090697","TIDREC-UM"
"EPI_ISL_8090698","TIDREC-UM"
"EPI_ISL_8090699","TIDREC-UM"
"EPI_ISL_8090700","TIDREC-UM"
"EPI_ISL_8090701","TIDREC-UM"
"EPI_ISL_8090702","TIDREC-UM"
"EPI_ISL_8090703","TIDREC-UM"
"EPI_ISL_8090704","TIDREC-UM"
"EPI_ISL_8090705","TIDREC-UM"
"EPI_ISL_8090706","TIDREC-UM"
"EPI_ISL_8090707","TIDREC-UM"
"EPI_ISL_8090708","TIDREC-UM"
"EPI_ISL_8090709","TIDREC-UM"
"EPI_ISL_8090710","TIDREC-UM"
"EPI_ISL_8090711","TIDREC-UM"
"EPI_ISL_8090712","TIDREC-UM"
"EPI_ISL_8090713","TIDREC-UM"
"EPI_ISL_8090714","TIDREC-UM"
"EPI_ISL_8090715","TIDREC-UM"
"EPI_ISL_8090716","TIDREC-UM"
"EPI_ISL_8090717","TIDREC-UM"
"EPI_ISL_8090718","TIDREC-UM"
"EPI_ISL_8090719","TIDREC-UM"
"EPI_ISL_8090720","TIDREC-UM"
"EPI_ISL_8090721","TIDREC-UM"
"EPI_ISL_8090722","TIDREC-UM"
"EPI_ISL_8090723","TIDREC-UM"
"EPI_ISL_8090724","TIDREC-UM"
"EPI_ISL_8090725","TIDREC-UM"
"EPI_ISL_8090726","TIDREC-UM"
"EPI_ISL_8090727","TIDREC-UM"
"EPI_ISL_8090728","TIDREC-UM"
"EPI_ISL_8090729","TIDREC-UM"
"EPI_ISL_8090730","TIDREC-UM"
"EPI_ISL_8090731","TIDREC-UM"
"EPI_ISL_8090732","TIDREC-UM"
"EPI_ISL_8090733","TIDREC-UM"
"EPI_ISL_8090734","TIDREC-UM"
"EPI_ISL_8090735","TIDREC-UM"
"EPI_ISL_8090736","TIDREC-UM"
"EPI_ISL_8090737","TIDREC-UM"
"EPI_ISL_8090738","TIDREC-UM"
"EPI_ISL_8095522","TIDREC-UM"
"EPI_ISL_8095523","TIDREC-UM"
"EPI_ISL_8095524","TIDREC-UM"
"EPI_ISL_8095525","TIDREC-UM"
"EPI_ISL_8095526","TIDREC-UM"
"EPI_ISL_8095527","TIDREC-UM"
"EPI_ISL_8095528","TIDREC-UM"
"EPI_ISL_8095529","TIDREC-UM"
"EPI_ISL_8095530","TIDREC-UM"
"EPI_ISL_8095531","TIDREC-UM"
"EPI_ISL_8095532","TIDREC-UM"
"EPI_ISL_8095533","TIDREC-UM"
"EPI_ISL_8095534","TIDREC-UM"
"EPI_ISL_8095535","TIDREC-UM"
"EPI_ISL_8095536","TIDREC-UM"
"EPI_ISL_8095537","TIDREC-UM"
"EPI_ISL_8095538","TIDREC-UM"
"EPI_ISL_8146831","TIDREC-UM"
"EPI_ISL_8147365","TIDREC-UM"
"EPI_ISL_8147366","TIDREC-UM"
"EPI_ISL_8147367","TIDREC-UM"
"EPI_ISL_8147368","TIDREC-UM"
"EPI_ISL_8147369","TIDREC-UM"
"EPI_ISL_8147370","TIDREC-UM"
"EPI_ISL_8147371","TIDREC-UM"
"EPI_ISL_8147372","TIDREC-UM"
"EPI_ISL_8147373","TIDREC-UM"
"EPI_ISL_8147374","TIDREC-UM"
"EPI_ISL_8147375","TIDREC-UM"
"EPI_ISL_8147376","TIDREC-UM"
"EPI_ISL_8147377","TIDREC-UM"
"EPI_ISL_8147378","TIDREC-UM"
"EPI_ISL_8147379","TIDREC-UM"
"EPI_ISL_8147380","TIDREC-UM"
"EPI_ISL_8147381","TIDREC-UM"
"EPI_ISL_8147382","TIDREC-UM"
"EPI_ISL_8147383","TIDREC-UM"
"EPI_ISL_8147384","TIDREC-UM"
"EPI_ISL_8147385","TIDREC-UM"
"EPI_ISL_8147386","TIDREC-UM"
"EPI_ISL_8147387","TIDREC-UM"
"EPI_ISL_8147388","TIDREC-UM"
"EPI_ISL_8147389","TIDREC-UM"
"EPI_ISL_8147390","TIDREC-UM"
"EPI_ISL_8147391","TIDREC-UM"
"EPI_ISL_8147392","TIDREC-UM"
"EPI_ISL_8147393","TIDREC-UM"
"EPI_ISL_8170428","TIDREC-UM"
"EPI_ISL_8170429","TIDREC-UM"
"EPI_ISL_8170430","TIDREC-UM"
"EPI_ISL_8170431","TIDREC-UM"
"EPI_ISL_8170432","TIDREC-UM"
"EPI_ISL_8170433","TIDREC-UM"
"EPI_ISL_8170434","TIDREC-UM"
"EPI_ISL_8170435","TIDREC-UM"
"EPI_ISL_8170436","TIDREC-UM"
"EPI_ISL_8170437","TIDREC-UM"
"EPI_ISL_8170438","TIDREC-UM"
"EPI_ISL_8170439","TIDREC-UM"
"EPI_ISL_8170440","TIDREC-UM"
"EPI_ISL_8170441","TIDREC-UM"
"EPI_ISL_8170442","TIDREC-UM"
"EPI_ISL_8170443","TIDREC-UM"
"EPI_ISL_8170444","TIDREC-UM"
"EPI_ISL_8170445","TIDREC-UM"
"EPI_ISL_8170446","TIDREC-UM"
"EPI_ISL_8170447","TIDREC-UM"
"EPI_ISL_8170448","TIDREC-UM"
"EPI_ISL_8170449","TIDREC-UM"
"EPI_ISL_8170450","TIDREC-UM"
"EPI_ISL_8170451","TIDREC-UM"
"EPI_ISL_8170452","TIDREC-UM"
"EPI_ISL_8170453","TIDREC-UM"
"EPI_ISL_8170454","TIDREC-UM"
"EPI_ISL_8170455","TIDREC-UM"
"EPI_ISL_8170456","TIDREC-UM"
"EPI_ISL_8170457","TIDREC-UM"
"EPI_ISL_8170458","TIDREC-UM"
"EPI_ISL_8170459","TIDREC-UM"
"EPI_ISL_8170460","TIDREC-UM"
"EPI_ISL_8170461","TIDREC-UM"
"EPI_ISL_8170462","TIDREC-UM"
"EPI_ISL_8170463","TIDREC-UM"
"EPI_ISL_8170464","TIDREC-UM"
"EPI_ISL_8170465","TIDREC-UM"
"EPI_ISL_8170466","TIDREC-UM"
"EPI_ISL_8170467","TIDREC-UM"
"EPI_ISL_8170468","TIDREC-UM"
"EPI_ISL_8170469","TIDREC-UM"
"EPI_ISL_8170470","TIDREC-UM"
"EPI_ISL_8170471","TIDREC-UM"
"EPI_ISL_8170472","TIDREC-UM"
"EPI_ISL_8170473","TIDREC-UM"
"EPI_ISL_8170474","TIDREC-UM"
"EPI_ISL_8170475","TIDREC-UM"
"EPI_ISL_8170476","TIDREC-UM"
"EPI_ISL_8170477","TIDREC-UM"
"EPI_ISL_8170478","TIDREC-UM"
"EPI_ISL_8170479","TIDREC-UM"
"EPI_ISL_8170480","TIDREC-UM"
"EPI_ISL_8170481","TIDREC-UM"
"EPI_ISL_8170482","TIDREC-UM"
"EPI_ISL_8170483","TIDREC-UM"
"EPI_ISL_8170484","TIDREC-UM"
"EPI_ISL_8170485","TIDREC-UM"
"EPI_ISL_8170486","TIDREC-UM"
"EPI_ISL_8170487","TIDREC-UM"
"EPI_ISL_8170488","TIDREC-UM"
"EPI_ISL_8170489","TIDREC-UM"
"EPI_ISL_8170490","TIDREC-UM"
"EPI_ISL_8170491","TIDREC-UM"
"EPI_ISL_8170492","TIDREC-UM"
"EPI_ISL_8170493","TIDREC-UM"
"EPI_ISL_8170494","TIDREC-UM"
"EPI_ISL_8170495","TIDREC-UM"
"EPI_ISL_8170496","TIDREC-UM"
"EPI_ISL_8170497","TIDREC-UM"
"EPI_ISL_8170498","TIDREC-UM"
"EPI_ISL_8170499","TIDREC-UM"
"EPI_ISL_8170500","TIDREC-UM"
"EPI_ISL_8170501","TIDREC-UM"
"EPI_ISL_8170502","TIDREC-UM"
"EPI_ISL_8170503","TIDREC-UM"
"EPI_ISL_8170504","TIDREC-UM"
"EPI_ISL_8170505","TIDREC-UM"
"EPI_ISL_8170506","TIDREC-UM"
"EPI_ISL_8170507","TIDREC-UM"
"EPI_ISL_8170508","TIDREC-UM"
"EPI_ISL_8170509","TIDREC-UM"
"EPI_ISL_8170510","TIDREC-UM"
"EPI_ISL_8170511","TIDREC-UM"
"EPI_ISL_8170512","TIDREC-UM"
"EPI_ISL_8170513","TIDREC-UM"
"EPI_ISL_8170514","TIDREC-UM"
"EPI_ISL_8170515","TIDREC-UM"
"EPI_ISL_8170516","TIDREC-UM"
"EPI_ISL_8170517","TIDREC-UM"
"EPI_ISL_8170518","TIDREC-UM"
"EPI_ISL_8170519","TIDREC-UM"
"EPI_ISL_8170520","TIDREC-UM"
"EPI_ISL_8170521","TIDREC-UM"
"EPI_ISL_8170522","TIDREC-UM"
"EPI_ISL_8170523","TIDREC-UM"
"EPI_ISL_8170524","TIDREC-UM"
"EPI_ISL_8170525","TIDREC-UM"
"EPI_ISL_8170526","TIDREC-UM"
"EPI_ISL_8170527","TIDREC-UM"
"EPI_ISL_8170528","TIDREC-UM"
"EPI_ISL_8170529","TIDREC-UM"
"EPI_ISL_8170530","TIDREC-UM"
"EPI_ISL_8170531","TIDREC-UM"
"EPI_ISL_8170532","TIDREC-UM"
"EPI_ISL_8170533","TIDREC-UM"
"EPI_ISL_8170534","TIDREC-UM"
"EPI_ISL_8170535","TIDREC-UM"
"EPI_ISL_8170536","TIDREC-UM"
"EPI_ISL_8177264","TIDREC-UM"
"EPI_ISL_8188726","UNIMAS"
"EPI_ISL_8188727","UNIMAS"
"EPI_ISL_8188728","UNIMAS"
"EPI_ISL_8188729","UNIMAS"
"EPI_ISL_8188730","UNIMAS"
"EPI_ISL_8188731","UNIMAS"
"EPI_ISL_8188732","UNIMAS"
"EPI_ISL_8188733","UNIMAS"
"EPI_ISL_8188734","UNIMAS"
"EPI_ISL_8188735","UNIMAS"
"EPI_ISL_8188736","UNIMAS"
"EPI_ISL_8188737","UNIMAS"
"EPI_ISL_8188738","UNIMAS"
"EPI_ISL_8188739","UNIMAS"
"EPI_ISL_8188740","UNIMAS"
"EPI_ISL_8188741","UNIMAS"
"EPI_ISL_8188742","UNIMAS"
"EPI_ISL_8188743","UNIMAS"
"EPI_ISL_8188744","UNIMAS"
"EPI_ISL_8188745","UNIMAS"
"EPI_ISL_8188746","UNIMAS"
"EPI_ISL_8188747","UNIMAS"
"EPI_ISL_8188748","UNIMAS"
"EPI_ISL_8188749","UNIMAS"
"EPI_ISL_8188750","UNIMAS"
"EPI_ISL_8188751","UNIMAS"
"EPI_ISL_8188752","UNIMAS"
"EPI_ISL_8188753","UNIMAS"
"EPI_ISL_8188754","UNIMAS"
"EPI_ISL_8188755","UNIMAS"
"EPI_ISL_8188756","UNIMAS"
"EPI_ISL_8188757","UNIMAS"
"EPI_ISL_8188758","UNIMAS"
"EPI_ISL_8188759","UNIMAS"
"EPI_ISL_8188760","UNIMAS"
"EPI_ISL_8188761","UNIMAS"
"EPI_ISL_8188762","UNIMAS"
"EPI_ISL_8188763","UNIMAS"
"EPI_ISL_8188764","UNIMAS"
"EPI_ISL_8188765","UNIMAS"
"EPI_ISL_8188766","UNIMAS"
"EPI_ISL_8188767","UNIMAS"
"EPI_ISL_8188768","UNIMAS"
"EPI_ISL_8188769","UNIMAS"
"EPI_ISL_8188770","UNIMAS"
"EPI_ISL_8188771","UNIMAS"
"EPI_ISL_8188772","UNIMAS"
"EPI_ISL_8188773","UNIMAS"
"EPI_ISL_8188774","UNIMAS"
"EPI_ISL_8188775","UNIMAS"
"EPI_ISL_8188776","UNIMAS"
"EPI_ISL_8188777","UNIMAS"
"EPI_ISL_8188778","UNIMAS"
"EPI_ISL_8188779","UNIMAS"
"EPI_ISL_8188781","UNIMAS"
"EPI_ISL_8188782","UNIMAS"
"EPI_ISL_8188783","UNIMAS"
"EPI_ISL_8188784","UNIMAS"
"EPI_ISL_8188785","UNIMAS"
"EPI_ISL_8188786","UNIMAS"
"EPI_ISL_8188787","UNIMAS"
"EPI_ISL_8188788","UNIMAS"
"EPI_ISL_8188789","UNIMAS"
"EPI_ISL_8188790","UNIMAS"
"EPI_ISL_8188791","UNIMAS"
"EPI_ISL_8188792","UNIMAS"
"EPI_ISL_8188793","UNIMAS"
"EPI_ISL_8188794","UNIMAS"
"EPI_ISL_8188795","UNIMAS"
"EPI_ISL_8188796","UNIMAS"
"EPI_ISL_8188797","UNIMAS"
"EPI_ISL_8188798","UNIMAS"
"EPI_ISL_8188799","UNIMAS"
"EPI_ISL_8188800","UNIMAS"
"EPI_ISL_8188801","UNIMAS"
"EPI_ISL_8188802","UNIMAS"
"EPI_ISL_8188803","UNIMAS"
"EPI_ISL_8188804","UNIMAS"
"EPI_ISL_8188805","UNIMAS"
"EPI_ISL_8188806","UNIMAS"
"EPI_ISL_8188807","UNIMAS"
"EPI_ISL_8188808","UNIMAS"
"EPI_ISL_8188809","UNIMAS"
"EPI_ISL_8188810","UNIMAS"
"EPI_ISL_8188811","UNIMAS"
"EPI_ISL_8188812","UNIMAS"
"EPI_ISL_8188813","UNIMAS"
"EPI_ISL_8188814","UNIMAS"
"EPI_ISL_8188815","UNIMAS"
"EPI_ISL_8188816","UNIMAS"
"EPI_ISL_8188817","UNIMAS"
"EPI_ISL_8188818","UNIMAS"
"EPI_ISL_8188819","UNIMAS"
"EPI_ISL_8188820","UNIMAS"
"EPI_ISL_8188821","UNIMAS"
"EPI_ISL_8188822","UNIMAS"
"EPI_ISL_8188823","UNIMAS"
"EPI_ISL_8188824","UNIMAS"
"EPI_ISL_8188825","UNIMAS"
"EPI_ISL_8188826","UNIMAS"
"EPI_ISL_8188827","UNIMAS"
"EPI_ISL_8188828","UNIMAS"
"EPI_ISL_8188829","UNIMAS"
"EPI_ISL_8188830","UNIMAS"
"EPI_ISL_8188831","UNIMAS"
"EPI_ISL_8188832","UNIMAS"
"EPI_ISL_8188833","UNIMAS"
"EPI_ISL_8188834","UNIMAS"
"EPI_ISL_8188835","UNIMAS"
"EPI_ISL_8188836","UNIMAS"
"EPI_ISL_8188837","UNIMAS"
"EPI_ISL_8188838","UNIMAS"
"EPI_ISL_8188839","UNIMAS"
"EPI_ISL_8188840","UNIMAS"
"EPI_ISL_8188841","UNIMAS"
"EPI_ISL_8188842","UNIMAS"
"EPI_ISL_8188843","UNIMAS"
"EPI_ISL_8188844","UNIMAS"
"EPI_ISL_8188845","UNIMAS"
"EPI_ISL_8188846","UNIMAS"
"EPI_ISL_8188847","UNIMAS"
"EPI_ISL_8188848","UNIMAS"
"EPI_ISL_8188849","UNIMAS"
"EPI_ISL_8188850","UNIMAS"
"EPI_ISL_8188851","UNIMAS"
"EPI_ISL_8188852","UNIMAS"
"EPI_ISL_8188853","UNIMAS"
"EPI_ISL_8188854","UNIMAS"
"EPI_ISL_8188855","UNIMAS"
"EPI_ISL_8188856","UNIMAS"
"EPI_ISL_8188857","UNIMAS"
"EPI_ISL_8188858","UNIMAS"
"EPI_ISL_8188859","UNIMAS"
"EPI_ISL_8188860","UNIMAS"
